,Unnamed: 0,Job Title,role_code,Category,Industry,Average/Salary Per Year
10785,19005,fm investigation - senior analyst,3723,,,
10786,19006,fm investigations - junior officer,3724,,,
10787,19007,nostro investigations - associate interest rate derivatives,6835,,,
10788,19008,senior site acquisition executive,9916,,,
10789,19009,saq/row/permit specialist,9121,,,
10790,19010,leasing analyst,6094,,,
10791,19011,project head / site acquisition specialist,7933,,,
10792,19012,saq area head / saq specialist,9119,,,
10793,19013,saq project coordinator,9120,,,
10794,19014,free lance event coordinator and organizer,3777,,,
10795,19016,it engineer - network and security admin,5508,,,
10796,19018,head of corebiz product devops,4169,,,
10797,19019,category head for digital mobility,1627,,,
10798,19020,jr. manager for product development and business solutions,5728,,,
10799,19023,senior systems support engineer,10033,,,
10800,19024,vas operations supervising engineer,12067,,,
10801,19025,design and build supervisor,2934,,,
10802,19032,mid level information security analyst,6674,,,
10803,19033,cyber security engineer,2696,Engineering and Sciences,Computer or Network Security Services,924000.0
10804,19035,philhealth officer,7321,,,
10805,19036,headquarters clerk for 2020 census for population and housing,4305,,,
10806,19037,communications and operations officer,1955,,,
10807,19040,project manager it program management office,8010,,,
10808,19046,brand acquisition manager,1234,,,
10809,19047,brand assistant - cotton on group,1240,,,
10810,19048,events and marketing intern ,3395,,,
10811,19050,budget management officer,1297,,,
10812,19052,process improvement assistant,7563,,,
10813,19058,information systems audit supervisor,5174,,,
10814,19059,mid level supervisor - business engagement data governance and process,6675,,,
10815,19060,mid level supervisor - business intelligence financial data analytics,6676,,,
10816,19061,manager - finance & risk operations business process analyst,6291,,,
10817,19062,associate -financial reporting analyst,818,,,
10818,19064,network field services engineer,6787,,,
10819,19065, software pre sales engineer,11,,,
10820,19066,hardware pre sales engineer,4133,,,
10821,19073,wireless transport engineer,12305,,,
10822,19075,planning/ technical support assistant,7363,,,
10823,19077,it - intelligent automation technical manager,5458,,,
10824,19079,"senior technical specialist / junior manager, finance compliance team – revenue stream",10085,,,
10825,19080,"oic / junior manager, operations accounting",6901,,,
10826,19081,"senior accountant, dealership accounting",9219,,,
10827,19082,vendor management / quality,12076,,,
10828,19084,vendor management,12075,,,
10829,19086,social media support,10355,,,
10830,19088,editorial assistant,3183,Government,International Affairs,540000.0
10831,19089,intern - sound editor,5311,,,
10832,19090,senior support supervisor,10008,,,
10833,19091,system support supervisor,11119,,,
10834,19093,data control analyst,2744,,,
10835,19096,consultant for digital engagement & cvm planning,2067,,,
10836,19097,insights & strategic director,5234,,,
10837,19098,head of strategy ,4247,,,
10838,19099,"head of strategy, performance planning and analytics ",4248,,,
10839,19101,planner,7350,,,
10840,19102,planning director and business unit director (crm),7356,,,
10841,19105,consumer segments crm head,2103,,,
10842,19106,strategic planner,10854,Professional Services,Advertising Agency,276000.0
10843,19107,account director and training director,71,,,
10844,19108,account director and training leader,72,,,
10845,19109,senior operations analyst,9725,Professional Services,Advertising Agency,960000.0
10846,19112,finserve ops engineer,3686,,,
10847,19114,events operations lead,3402,,,
10848,19115,senior brand operations,9343,,,
10849,19116,corporate wireless consultant,2295,,,
10850,19117,sales,8850,,,
10851,19119,fraud and risk analyst,3763,,,
10852,19123,chief commercial & information advisor,1727,,,
10853,19124,chief commercial advisor,1728,,,
10854,19127,indpendent director,5120,,,
10855,19128,investor,5436,,,
10856,19129,chief builder,1726,,,
10857,19131,business consultant - strategy and operations ,1346,,,
10858,19132,executive chairman,3431,,,
10859,19135,senior advisor,9233,,,
10860,19137,"president and ceo, head of group multimedia and integrated advertising",7457,,,
10861,19138,executive vice president/head of consumer wireless business,3454,,,
10862,19139,president and ceo,7456,Professional Services,Industrial Packaging and Services,12000000.0
10863,19141,chairman and managing director,1669,,,
10864,19142,managing director home and personal care,6404,,,
10865,19143,"vice president oral care asia, africa, latin america",12127,,,
10866,19144,busness planning director,1499,,,
10867,19148,service management engineer ,10216,,,
10868,19149,drive test engineer/ drive test analyst,3138,,,
10869,19150,senior field service engineer,9489,,,
10870,19152,business development and marketing associate,1364,,,
10871,19154,sponsorships deputy,10645,,,
10872,19155,liturgy head,6148,,,
10873,19156,marketing head,6500,,,
10874,19157,stakeholder management executive for education,10827,,,
10875,19158,education program head,3192,,,
10876,19159,communications specialist,1964,Engineering and Sciences,Logistics Services,1800000.0
10877,19160,public relations specialist,8105,,,
10878,19161,external relations officer,3489,,,
10879,19162,revenue planning and analysis associate,8786,,,
10880,19163,service development associate,10199,,,
10881,19165,technical support center aggregation tac specialist,11567,,,
10882,19174,information systems audit officer,5172,,,
10883,19175,senior associate - it risk and assurance,9298,,,
10884,19176,sr. project manager/business analyst,10747,,,
10885,19179,information systems analyst,5171,,,
10886,19181,test analyst lead,11742,,,
10887,19182,project staff - test analyst,8054,,,
10888,19184,ip transport specialist,5442,,,
10889,19190,head of product and imc,4227,,,
10890,19191,head of product,4226,,,
10891,19196,senior brand assistant,9331,,,
10892,19197,cyber security operations group - identity and access management - senior supervisor,2697,,,
10893,19198,identity and access management analyst - executive,5056,,,
10894,19199,affiliate engineer (shift lead),340,,,
10895,19200,global support associate,4019,,,
10896,19201,technical support professional (at&t managed router services),11598,,,
10897,19202,broadcasting operation operator,1285,,,
10898,19203,database administrator supervisor,2815,,,
10899,19204,"associate dean, instructor",834,,,
10900,19208,"associate director, product management",852,,,
10901,19210,"associate director, product development & delivery",851,,,
10902,19211,"senior manager, product development & delivery",9687,,,
10903,19213,"manager, business consultancy",6349,,,
10904,19214,owner / chief operations officer,7165,,,
10905,19215,"head, sales & marketing",4292,,,
10906,19216,"account manager, financial systems services",94,,,
10907,19217,change management manager,1681,,,
10908,19218,change management junior manager,1680,,,
10909,19219,change management supervisor,1683,,,
10910,19220,organization design specialist,7133,,,
10911,19221,hr generalist/hr business partner,4586,,,
10912,19222,hr officer/hr business partner,4636,,,
10913,19226,process innovation specialist,7569,,,
10914,19229,"service, quality and process management officer",10244,,,
10915,19230,process writer,7601,,,
10916,19231,order desk associate,7108,,,
10917,19233,member of the board of directors,6633,Government,Government,6000000.0
10918,19235,integrated corporate communications head,5256,,,
10919,19243,senior software development analyst supervisor,9924,,,
10920,19246,junior software development analyst,5869,,,
10921,19250,"sr. manager, cx channel optimization",10721,,,
10922,19251,"senior manager, process management (enterprise process and quality management)",9686,,,
10923,19252,sr. manager - process design & solutions,10718,,,
10924,19253,"regional manager, ncr wireless center operations",8548,,,
10925,19254,business officer manager,1421,,,
10926,19256,partner relation executive,7210,,,
10927,19257,techincal marketing representative,11448,,,
10928,19259,sas developer,9122,,,
10929,19260,mis analyst,6692,,,
10930,19263,testing analyst,11769,,,
10931,19265,pcb design engineer,7260,,,
10932,19267,technical onsite support engineer,11505,,,
10933,19268,it / pos assistant,5460,,,
10934,19272,business performance analyst,1434,,,
10935,19275,business center manager,1344,,,
10936,19277,field sales and operations manager,3565,,,
10937,19279,franchising officer,3759,,,
10938,19280,senior scrum master specialist,9902,,,
10939,19281,audience development,1009,,,
10940,19283,quality and process manager,8175,,,
10941,19289,"lawyer, head of telecom policy & compliance, regulatory affairs",5952,,,
10942,19293,guest service center host (pre-opening team),4113,,,
10943,19295,events and marketing associate,3394,,,
10944,19302,intern research assistant,5318,,,
10945,19303,human resource internship,4897,,,
10946,19304,aqe,536,,,
10947,19307,qa tester i,8160,,,
10948,19310,senior qa/game tester,9840,,,
10949,19311,qa/game tester,8162,,,
10950,19315,programming instructor,7881,,,
10951,19318,legal and notarial clerk,6103,,,
10952,19319,educator/facilitator/gender program staff,3197,,,
10953,19321,country compensation and benefits lead,2312,,,
10954,19322,sr manager-corporate human resources total rewards,10667,,,
10955,19324,deputy manager-compensation and benefits management,2925,,,
10956,19325,assistant manager-compensation management,703,,,
10957,19326,assistant manager-hris,704,,,
10958,19327,first vice president-business program management office ,3707,,,
10959,19328,business transformation and pmo head ,1486,,,
10960,19329,portfolio and program management head,7408,,,
10961,19330,transformation program manager,11911,,,
10962,19332,director - delivery and pre-sales nbu apac,3027,,,
10963,19336,test manager,11762,Manufacturing,"Telecommunication, Computer, and Electronic Product Manufacturing",1134000.0
10964,19337,it devops supervisor,5503,,,
10965,19338,assistant vice president for marketing / head of smart prepaid brand,792,,,
10966,19339,assistant vice president for marketing / head of tnt brand,793,,,
10967,19340,"senior brand manager / head of tnt usage, clm/loyalty & digital marketing",9339,,,
10968,19341,brand manager / mainstream national & regional usage & digital marketing lead for tnt,1258,,,
10969,19342,"assistant brand manager / segments usage, clm, loyalty & brand analytics lead for tnt",611,,,
10970,19343,"senior brand officer / regional usage, clm, and loyalty lead for tnt",9341,,,
10971,19344,brand officer / regional usage lead for tnt,1268,,,
10972,19345,"marketing & sales specialist, credit cards marketing",6452,,,
10973,19354,hr associate (recruitment),4497,,,
10974,19355,service delivery manager / solution architect / app manager / tech lead,10170,,,
10975,19356,solutions architect /application & platform manager / tech lead / tech consultant expert,10488,,,
10976,19357,solution architect for operation and automation,10477,,,
10977,19358,technical lead / sme - it infrastructure and system administration,11498,,,
10978,19359,technical consultant iii / solution architect for operation and automation,11475,,,
10979,19360,subject matter expert for hpoo project automation,10914,,,
10980,19361,itsm automation - monitoring and operations specialist / production control senior associate,5667,,,
10981,19362,technology consultant - operation lead,11663,,,
10982,19363,assistant manager sr.systems and network administrator / firewall and security administrator,685,,,
10983,19364,junior assistant manager –systems and network administrator / firewall administrator,5774,,,
10984,19365,senior systems and network administrator,10024,,,
10985,19369,technical solutions representative iii,11541,,,
10986,19371,customer solutions representative iii,2657,,,
10987,19372,client services coordinator,1806,Technology,Software Services,535000.0
10988,19373,quoting representative (gsd),8275,,,
10989,19376,assistant sourcing coordinator,733,,,
10990,19377,information risk and continuity officer,5147,,,
10991,19378,it auditor/ information risk and continuity officer,5484,,,
10992,19380,software quality analyst/ information security auditor,10454,,,
10993,19381,quality analyst/ security analyst,8174,,,
10994,19383,quality management coordinator,8259,,,
10995,19384,sap basis consultant,8984,,,
10996,19390,jda wms product team security poc ,5688,,,
10997,19391,initiatives manager,5224,,,
10998,19392,change manager,1685,,,
10999,19393,shift lead (warehouse management system) ,10283,,,
11000,19394,change management consultant,1679,Professional Services,Call Center,348000.0
11001,19397,test technician,11767,Manufacturing,Semiconductor Manufacturing,350000.0
11002,19399,technology consultant ii,11674,,,
11003,19400,data operations analyst ii (salesforce user/admin),2778,,,
11004,19401,market data administrator (salesforce user/admin) (project base)- collabera agency,6435,,,
11005,19402,data research analyst ii (salesforce user),2796,,,
11006,19403,data research analyst i,2795,,,
11007,19404,issuance contract officer (jira admin),5452,,,
11008,19405,data processor analyst (jira admin),2788,,,
11009,19406,email marketing manager (servicenow admin),3224,,,
11010,19407,social media analyst (servicenow admin),10342,,,
11011,19408,web support analyst/associate technician (project base),12259,,,
11012,19409,associate technician (project base),946,,,
11013,19410,customer service representative (former the xerox company),2620,,,
11014,19411,ito svc delivery cons iii,5664,,,
11015,19414,senior software qa engineer,9942,,,
11016,19417,information services technician,5167,,,
11017,19423,virtualization program lead,12162,,,
11018,19424,program lead /delivery lead / client capability lead,7842,,,
11019,19425,service delivery lead - asia & the pacific,10155,,,
11020,19426,wintel systems specialist,12293,,,
11021,19427,delivery lead,2855,,,
11022,19430,technology consultant - senior bid manager,11665,,,
11023,19431,process excellence and transformation professional,7550,,,
11024,19432,bid manager,1170,Technology,Software Services,2600000.0
11025,19433,bid support specialist/subject matter expert,1172,,,
11026,19435,headhunter,4304,Professional Services,Human Resources (HR) Consulting Services,600000.0
11027,19436,account delivery leader,61,,,
11028,19437,client delivery manager,1791,,,
11029,19439,solutions delivery lloopper,10492,,,
11030,19440,"sap practice management director - enterprise solutions, gdc philippines",9053,,,
11031,19441,"sap support and development director, gdc philippines",9100,,,
11032,19442,sap support manager,9101,,,
11033,19443,sap service delivery manager,9089,,,
11034,19444,project manager / solution specialist,8001,,,
11035,19446,warehouse and logistics officer ,12207,,,
11036,19447,production planning and inventory control associate ,7786,,,
11037,19453,property consultant,8072,,,
11038,19454,senior full stack engineer / tech lead,9508,,,
11039,19456,supervising analyst,10934,,,
11040,19460,masterdata staff,6561,,,
11041,19461,client partner / associate account executive,1798,,,
11042,19463,account client manager,54,,,
11043,19464,rpa delivery manager,8831,,,
11044,19465,service portfolio manager,10226,,,
11045,19466,global delivery management lead ,3932,,,
11046,19467,global problem management operations lead,3990,,,
11047,19468,"regional category delivery line manager (europe, middle east & africa)",8523,,,
11048,19469,global order management delivery line manager/asia customer service manager,3985,,,
11049,19470,service design specialist,10180,,,
11050,19471,north america delivery line manager (electronic data interchange/order acquisition/order management),6831,,,
11051,19472,sap order management row lead,9046,,,
11052,19473,release-to-production manager,8625,,,
11053,19474,sap shipping level 2 specialist,9091,,,
11054,19476,research intern - vaccines department,8699,,,
11055,19480,mis data analyst,6696,,,
11056,19481,it associate,5478,,,
11057,19485,accounting practitioner,181,,,
11058,19488,sap solution architect,9092,,,
11059,19491,sap pm consultant,9049,,,
11060,19492,sap pm engineer,9050,,,
11061,19493,maintenance engineer,6221,Manufacturing,Manufacturing,1000000.0
11062,19496,oracle database administrator,7094,,,
11063,19497,oracle dba - resourcelink technical lead consultant - apac,7097,,,
11064,19498,oracle dba,7096,,,
11065,19499,sap abap consultant,8968,,,
11066,19502,it specialist - sap abap consultant,5610,,,
11067,19503,"supv, ito service delivery ii",11068,,,
11068,19507,technology consultant iv,11678,,,
11069,19508,workday integration consultant,12318,,,
11070,19513,group manager - hr business partner,4093,,,
11071,19515,hr business partner - team lead,4524,,,
11072,19516,hr head,4588,,,
11073,19517,hr officer - hr planning and acquisition,4633,,,
11074,19518,branchhr head,1233,,,
11075,19520,hr officer (oic),4629,,,
11076,19522,presales solutions consultant,7449,,,
11077,19524,servicenow technical consultant,10250,,,
11078,19531,business operations - labor management lead,1423,,,
11079,19534,senior backup administrator,9327,,,
11080,19535,unix system engineer,12031,,,
11081,19536,account run lead,115,,,
11082,19538,team lead - bluescope steel australia,11321,,,
11083,19539,team lead - manulife,11331,,,
11084,19540,team lead | service improvement lead - amp limited,11357,,,
11085,19541,team lead - woodside petroleum,11347,,,
11086,19542,2nd in charge / subject matter expert - woodside petroleum,26,,,
11087,19543,senior it-service desk analyst - woodside petroleum,9597,,,
11088,19544,customer excellence team - telstra bigpond,2495,,,
11089,19545,senior support resolver,10007,,,
11090,19546,dell resolution expert ( lead rex ),2865,,,
11091,19547,dell technical support representative (inbound agent),2866,,,
11092,19548,senior technical sales consultant,10083,,,
11093,19549,wintel system administrator,12292,,,
11094,19550,senior systems and network engineer ,10025,,,
11095,19554,java automation engineer,5675,,,
11096,19558,technology consultant iii - data analytics engineer,11677,,,
11097,19560,"dev, business analyst - business intelligence",2955,,,
11098,19561,"dev, associate, business analyst - business intelligence",2954,,,
11099,19562,business intelligence consultant,1405,Technology,Health Care Information Technology (IT) Services,660000.0
11100,19564,project & problem management cx lead,7887,,,
11101,19565,regional program manager - manila,8556,,,
11102,19566,knowledge manager & process owner,5922,,,
11103,19567,learning and development spoc,6074,,,
11104,19571,it application specialist,5472,,,
11105,19572,quality intern,8252,,,
11106,19573,quality assurance/control intern,8223,,,
11107,19575,it quality sd analyst i,5569,,,
11108,19576,ce associate i,1645,,,
11109,19577,it end user support - internship,5505,,,
11110,19578,order management representative (back office),7119,,,
11111,19579,collections advisor,1905,,,
11112,19582,service delivery consultant iv,10150,,,
11113,19584,global consulting engineer,3921,,,
11114,19585,it storage and data protection consultant,5619,,,
11115,19586,lead technical consultant,6030,,,
11116,19588,technical support and warehouse staff,11561,,,
11117,19589,account security officer support,117,,,
11118,19590,security support officer,9199,,,
11119,19591,information system security admin,5169,,,
11120,19593,pmo / portfolio manager for workplace experience and applications tower,7385,,,
11121,19594,pmo / project excellence leader and global account lead for tool deployment,7386,,,
11122,19596,data and environment manager,2732,,,
11123,19597,requirement analyst and designer; product analyst and developer,8664,,,
11124,19598,mainframe developer and support,6216,,,
11125,19599,sap project manager,9055,Engineering and Sciences,Information Technology (IT) Consulting,1400000.0
11126,19600,technical solutions engineer,11538,,,
11127,19601,technical project manager,11516,Professional Services,Credit Bureau,1500000.0
11128,19602,technical project lead,11515,,,
11129,19605,"account delivery manager, security compliance",69,,,
11130,19606,compliance program manager,2011,,,
11131,19607,itil training consultant,5648,,,
11132,19608,transformation lead consultant,11909,,,
11133,19609,"account delivery manager, itil process governance",68,,,
11134,19610,change management team lead,1684,,,
11135,19611,problem management process owner,7495,,,
11136,19612,incident and problem management specialist,5094,,,
11137,19613,associate professional programmer analyst,909,,,
11138,19616,instructor 2,5242,,,
11139,19617,lecturer 4,6099,,,
11140,19618,actuarial assistant,262,Finance and Insurance,Insurance and Financial Services,401000.0
11141,19620,contract and outsourcing analyst,2139,,,
11142,19621,project officer – management trainee,8037,,,
11143,19622,iso 9001:2015 consultant - department of education - schools division office of laoag city,5451,,,
11144,19623,research assistant for a dlsu ie faculty,8687,,,
11145,19633,junior organization development partner,5846,,,
11146,19635,psychometrician / guidance advocate,8095,,,
11147,19637,senior application specialist- microsoft dynamics ax,9273,,,
11148,19638,senior microsoft dynamics ax technology specialist,9708,,,
11149,19639,senior technical analyst-microsoft dynamics ax,10073,,,
11150,19640,technical analyst-microsoft dynamics ax,11458,,,
11151,19644,technical developer & support,11487,,,
11152,19645,technical consultant (dynamics ax),11469,,,
11153,19650,admin support/recruitment associate (talent acquisition),287,,,
11154,19651,high school teacher ,4344,,,
11155,19652,online english instructor of koreans ,6942,,,
11156,19654,senior technical recruiter,10082,Technology,Internet Gaming Website,900000.0
11157,19660,hr training assistant,4816,,,
11158,19663,senior associate rpa developer/business analyst,9310,,,
11159,19664,certified rpa developer,1665,,,
11160,19665,quality assurance tester,8220,,,
11161,19666,medical biller,6612,Engineering and Sciences,Business Process Outsourcing,360000.0
11162,19669, field service delivery specialist,2,,,
11163,19672,customer help desk support,2522,,,
11164,19674,partner,7207,,,
11165,19675,proiect coordinator - client services,7886,,,
11166,19676,technology product manager,11691,,,
11167,19679,operations support manager,7066,Engineering and Sciences,Business Process Outsourcing,580800.0
11168,19680,operations support,7058,,,
11169,19682,global account delivery manager,3908,,,
11170,19683,regional account delivery manager,8510,,,
11171,19685,regional delivery line manager,8532,,,
11172,19686,sap level 2 operations leader,9033,,,
11173,19687,sap release manager and process owner,9067,,,
11174,19689,hard disk component engineer,4131,,,
11175,19690,project/program manager,8064,,,
11176,19692,project & program manager,7888,,,
11177,19697,wms prime projects lead,12307,,,
11178,19698,wms prime project specialist,12306,,,
11179,19702,senior sap fico consultant,9894,,,
11180,19703,sap fss fico junior specialist,9019,,,
11181,19704,technical support product specialist,11596,,,
11182,19706,web applications developer,12230,,,
11183,19709,pp/apo/basis consultant,7427,,,
11184,19710,it staff (application support group),5616,,,
11185,19711,program project manager,7852,,,
11186,19712,it transition manager ,5639,,,
11187,19713,it operations manager,5552,,,
11188,19715,director for network operations,3049,,,
11189,19720,mainframe consultant,6214,,,
11190,19723,zseries it specialist,12363,,,
11191,19725,mvs systems programmer,6749,,,
11192,19727,technology consultant xxx - cloud operations engineer and devops for healthcare environment,11680,,,
11193,19728,senior cloud engineer (google cloud platform - infra as a service)),9378,,,
11194,19729,information technology operations engineer,5194,,,
11195,19731,service engineer / desktop administrator,10202,,,
11196,19732,technical support associate / linux system administrator,11563,,,
11197,19733,ito service delivery consultant ,5655,,,
11198,19734,quality assurance engineer intern,8198,,,
11199,19737,maintenance planning engineer - aromatics and butadiene extraction units,6230,,,
11200,19738,mechanical technician - naphtha cracker plant,6602,,,
11201,19739,maintenance and design engineer,6218,,,
11202,19740,"site director, dxc global innovation and delivery center - philippines",10302,,,
11203,19741,"director, ent & cloud apps (e&ca), global delivery ph center. e&ca capability leader - amea",3075,,,
11204,19742,asean delivery leader,580,,,
11205,19743,"director, sap practice, global delivery philippines center",3089,,,
11206,19744,"leader, sap practice- systems integration",6046,,,
11207,19745,"leader, client delivery management for cross industries",6043,,,
11208,19746,"leader, alcatel-lucent account delivery, philippines",6042,,,
11209,19747,"coe leader, sap finance and controlling team, sap systems integration team",1884,,,
11210,19748,"coe leader, sap procurement and core manufacturing, sap systems integration team",1885,,,
11211,19749,"country leader, business consulting services (bcs) / sector leader distribution and industrial",2328,,,
11212,19750,"application development manager, ibm philippines business consulting services",481,,,
11213,19751,"senior project manager, project quality manager, architect, ibm global services",9830,,,
11214,19752,"analyst, manila solutions center",417,,,
11215,19758,sap pi/po technology consultant,9047,,,
11216,19763,peoplesoft administrator,7280,,,
11217,19769,senior frontend engineer,9506,,,
11218,19771,multimedia creative artist,6747,,,
11219,19776,verifications researcher,12082,,,
11220,19779,technology consultant i (end-to-end application performance monitoring),11673,,,
11221,19782,capacity sme,1569,,,
11222,19783,control -m spoc,2174,,,
11223,19784,capacity analyst,1563,,,
11224,19785,resource operations specialist,8732,,,
11225,19786,sales operations analyst,8925,Government,Human Resource (HR) Program Administration,362400.0
11226,19788,resource administrator,8722,,,
11227,19789,pjr specialist,7347,,,
11228,19791,data processor,2787,Professional Services,Market Research,305000.0
11229,19792,data architect,2735,Finance and Insurance,Banking,3500000.0
11230,19793,data engineering associate manager,2751,,,
11231,19794,production support and maintenance consultant,7798,,,
11232,19795,cloud operations delivery lead,1840,,,
11233,19796,cloud operations engineer,1841,,,
11234,19797,applications automation engineer for americas region,518,,,
11235,19798,application services automation and robotics center consultant,497,,,
11236,19799,technical operations lead,11506,,,
11237,19800,client delivery lead,1790,,,
11238,19803,technical operations supervisor,11508,,,
11239,19804,operations process technician,7043,,,
11240,19806,incident management process owner,5101,,,
11241,19813,"lead, enterprise project management office",6037,,,
11242,19819,technology consultant iii,11676,,,
11243,19820,oracle database administrator/consultant,7095,,,
11244,19823,proposal manager,8082,Technology,Information Technology (IT) Services,1000822.0
11245,19824,proposal manager - business development,8083,,,
11246,19830,sap mm wm ewm ,9039,,,
11247,19831,sap mm/wm trainer,9042,,,
11248,19832,north america shift lead,6834,,,
11249,19833,mm/wm/le area lead,6703,,,
11250,19834,project team - knowledge transfer,8059,,,
11251,19835,mm area lead,6702,,,
11252,19836,process specialist - release management,7589,,,
11253,19837,sap mm/wm functional specialist,9041,,,
11254,19838,project member - system optimization project,8032,,,
11255,19839,process specialist - capacity and performance management,7584,,,
11256,19841,application development analyst / java developer,475,,,
11257,19842,professional programmer analyst / java developer,7816,,,
11258,19843,system analyst/programmer,11094,,,
11259,19845,"agile/devops consultant, offering product manager",349,,,
11260,19846,agile coach,346,Finance and Insurance,Banking,3071000.0
11261,19850,full stack engineer / service delivery manager,3831,,,
11262,19851,senior platform qa engineer,9753,,,
11263,19852,senior systems developer,10026,Technology,Information Technology (IT) Systems Design or Integration,1053000.0
11264,19853,software engineering manager / software engineer iii,10442,,,
11265,19854,software engineering team lead / software engineer ii,10446,,,
11266,19859,freelance full-stack developer,3786,,,
11267,19860,ui/ux developer,11998,,,
11268,19864,digital product information specialist 2,3011,,,
11269,19865,sr lead oracle crm on demand,10665,,,
11270,19866,sr global lead crm microsoft dynamics,10663,,,
11271,19867,global lead specialist oracle crm on demand,3977,,,
11272,19868,"sr. specialist,oracle crmod administrator,power transmission solutions",10774,,,
11273,19871,technical data specialist,11484,,,
11274,19872,customer sales representative (order entry),2575,,,
11275,19874,customer project/program manager,2565,,,
11276,19877,lead software design engineer,6008,,,
11277,19878,senior software design engineer,9919,,,
11278,19879,software design engineer,10365,,,
11279,19880,firmware engineer,3691,Energy and Utilities,Electric Power Distribution,960000.0
11280,19881,design engineer i,2939,,,
11281,19882,"country gm/managing director, philippines",2316,,,
11282,19883,vp - head of workplace and procurement,12181,,,
11283,19884,"avp purchasing - global operational excellence/ category head for it, consolidation & packaging",1098,,,
11284,19885,global purchasing director- purchasing operational excellence & it category management head,3998,,,
11285,19886,senior purchasing manager,9835,Construction,Construction,852000.0
11286,19887,technology manager-purchasing,11689,,,
11287,19888,functional development control and training head,3846,,,
11288,19889,buyer/procurement specialist- crm team,1521,,,
11289,19891,buyer- nonfood,1520,,,
11290,19893,sap basis/hana administrator/team lead,8991,,,
11291,19894,sap basis/hana administrator,8990,,,
11292,19895,sap basis administrator,8981,Engineering and Sciences,Information Technology (IT) Consulting,942500.0
11293,19896,senior design verification engineer,9445,,,
11294,19899,sap basis support,8988,,,
11295,19900,sap technical analyst,9105,,,
11296,19902,scrum master | squad lead,9155,,,
11297,19903,product owner | business analyst,7733,,,
11298,19906,cyber threat analysis center team lead,2703,,,
11299,19909,associate customer support subject matter expert,832,,,
11300,19912,helpdesk and teach practitioner,4329,,,
11301,19913,it help desk analyst,5519,,,
11302,19914,it help desk support engineer,5520,,,
11303,19916,unix engineer,12028,,,
11304,19917,unix systems engineer,12033,,,
11305,19918,unix/linux systems engineer,12036,,,
11306,19919,unix system administrator,12029,Engineering and Sciences,Business Process Outsourcing,613500.0
11307,19920,storage and backup administrator ,10841,,,
11308,19922,customer proj & prgrm mgr ii,2564,,,
11309,19923,project control services analyst,7903,,,
11310,19933,data center services lead,2740,,,
11311,19934,data center manager,2737,Technology,Telecommunications,2148000.0
11312,19935,capability lead - data center services,1560,,,
11313,19936,l3 it engineer,5939,,,
11314,19937,l1~l2 it engineer,5930,,,
11315,19938,junior application engineer,5755,,,
11316,19944,knowledge management specialist,5920,,,
11317,19948,sap practice leader - asean,9052,,,
11318,19949,regional director - asean,8533,,,
11319,19950,"channel lead - malaysia, philippines, singapore, vietnam",1695,,,
11320,19951,"channel lead for south sea (singapore, malaysia, indonesia, philippines)",1696,,,
11321,19952,"channels lead for sap south sea cluster (singapore, malaysia, indonesia & philippines)",1705,,,
11322,19953,"global partner organisation - demand generation, programs and governance - south east asia",3986,,,
11323,19954,senior operations manager - indonesia,9732,,,
11324,19955,customer relationship executive - qld/wa,2572,,,
11325,19957,business development manager - qld/nsw,1377,,,
11326,19959,casual storeperson,1617,,,
11327,19961,workplace device services engineer / software & application packager / intune admin,12347,,,
11328,19965,customer support,2669,,,
11329,19971,technology consultant ii (rulex/oxygen),11675,,,
11330,19974,"service manager, sap po application",10221,,,
11331,19975,"delivery line manager, axway rtcis",2859,,,
11332,19976,axway mft/rtcis operations lead,1130,,,
11333,19977,axway mft/rtcis l2 - expert duty manager,1129,,,
11334,19978,axway incident manager,1126,,,
11335,19979,axway technology consultant - l2,1131,,,
11336,19980,sales specialist - symantec licensing,8937,,,
11337,19981,sales coordinator - symantec licensing,8896,,,
11338,19982,support associate - symantec licensing,11056,,,
11339,19983,front-end developer intern,3816,,,
11340,19984,senior professional programmer ,9802,,,
11341,19985,professional developer analyst,7806,,,
11342,19989,enterprise applications & saas leader,3327,,,
11343,19991,service delivery manager - application services,10162,,,
11344,19992,service delivery manager - global warehouse management,10164,,,
11345,19993,service delivery manager - enterprise application integration,10163,,,
11346,19994,sap global bi/bw platform owner and philippines lead,9023,,,
11347,19995,itil processes team lead,5647,,,
11348,19996,sap bi consultant,8992,,,
11349,19997,service level manager - global sap bw system,10211,,,
11350,19998,global release to production manager,4002,,,
11351,19999,ux designer,12062,Engineering and Sciences,Business Process Outsourcing,960000.0
11352,20003,senior oracle dba,9741,,,
11353,20004,technology specialist ii - system and database administrator,11696,,,
11354,20005,senior principal database and applications administrator,9763,,,
11355,20006,senior principal oracle database administrator,9764,,,
11356,20011,"governance, risk, and compliance consultant",4049,,,
11357,20012,security and compliance lead,9185,,,
11358,20013,service delivery excellence lead,10151,,,
11359,20015,sap technology project consultant,9113,,,
11360,20016,"finance and transformation, project analyst",3592,,,
11361,20018,"intern, retail division",5336,,,
11362,20023,head school ambassador ,4261,,,
11363,20024,corporate purchasing intern,2270,,,
11364,20025,production engineer intern,7765,,,
11365,20027,account business operation,51,,,
11366,20028,business planning analyst - resource broker,1436,,,
11367,20030,senior assistant - recruitment sourcing,9282,,,
11368,20031,senior assistant (sme) - onboarding team,9281,,,
11369,20037,sccm engineer,9129,,,
